OrganisationLabel,OrganisationalUnit,TransactionNumber,BeneficiaryName,ExpenseType,PaymentDate,Amount
Wirral Metropolitan Borough Council,BALANCE SHEET,1548956,JACOBS CERTIFICATED BAILIFFS,,23/03/2015,833.0
Wirral Metropolitan Borough Council,BALANCE SHEET,1548956,JACOBS CERTIFICATED BAILIFFS,,23/03/2015,508.2
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1544206,JACOBS CERTIFICATED BAILIFFS,,02/03/2015,2672.49
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1547905,JACOBS CERTIFICATED BAILIFFS,,18/03/2015,4463.42
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1544205,JACOBS CERTIFICATED BAILIFFS,,02/03/2015,1627.52
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1546552,JACOBS CERTIFICATED BAILIFFS,,12/03/2015,552.96
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1550682,JACOBS CERTIFICATED BAILIFFS,,27/03/2015,2116.33
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1547211,JAYESHKUMAR PATEL T/A COSMIC NEWS,,13/03/2015,691.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1548157,JHS PROPERTY RESTORATION LIMITED,,19/03/2015,11969.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1548157,JHS PROPERTY RESTORATION LIMITED,,19/03/2015,3771.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1548157,JHS PROPERTY RESTORATION LIMITED,,19/03/2015,3977.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1548159,JOHN ROBERTS PLUMBING & HEATING,,19/03/2015,2764.0
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1548162,JONATHAN TAYLOR,,19/03/2015,1041.6
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545781,JULIA DENNY LIMITED,,10/03/2015,846.54
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547664,JUST ONE RECRUITMENT & TRAINING LIMITED,,17/03/2015,510.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547664,JUST ONE RECRUITMENT & TRAINING LIMITED,,17/03/2015,510.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547664,JUST ONE RECRUITMENT & TRAINING LIMITED,,17/03/2015,510.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548960,JUST ONE RECRUITMENT & TRAINING LIMITED,,23/03/2015,510.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548960,JUST ONE RECRUITMENT & TRAINING LIMITED,,23/03/2015,510.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548960,JUST ONE RECRUITMENT & TRAINING LIMITED,,23/03/2015,510.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548960,JUST ONE RECRUITMENT & TRAINING LIMITED,,23/03/2015,510.0
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1546047,KAPLAN FINANCIAL LIMITED,,11/03/2015,778.0
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1545090,KELWAY UK LIMITED,,05/03/2015,1050.0
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1551290,KENNEDY STREET ENTERPRISES,,31/03/2015,912.85
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547665,KEYS CHILDCARE LIMITED,,17/03/2015,11514.33
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548961,KEYS EDUCATION AND CARE LIMITED,,23/03/2015,12842.86
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1547920,KEYSOFT SOLUTIONS LIMITED,,18/03/2015,3240.0
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1547920,KEYSOFT SOLUTIONS LIMITED,,18/03/2015,4920.0
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545353,KEYWAYS SECURITY SYSTEMS LTD,,06/03/2015,738.0
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1550987,KIM HARVEY,,30/03/2015,1690.0
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1550987,KIM HARVEY,,30/03/2015,1040.0
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1551294,KINGSMEAD SCHOOL,,31/03/2015,588.64
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1551294,KINGSMEAD SCHOOL,,31/03/2015,588.64
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1551294,KINGSMEAD SCHOOL,,31/03/2015,981.07
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1551294,KINGSMEAD SCHOOL,,31/03/2015,784.85
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1551294,KINGSMEAD SCHOOL,,31/03/2015,1177.28
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1551294,KINGSMEAD SCHOOL,,31/03/2015,784.85
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1551294,KINGSMEAD SCHOOL,,31/03/2015,588.64
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1551294,KINGSMEAD SCHOOL,,31/03/2015,588.64
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1551294,KINGSMEAD SCHOOL,,31/03/2015,588.64
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1551294,KINGSMEAD SCHOOL,,31/03/2015,784.85
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1551294,KINGSMEAD SCHOOL,,31/03/2015,1177.28
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1551294,KINGSMEAD SCHOOL,,31/03/2015,784.85
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1547217,KOMPAN UK,,13/03/2015,4442.76
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1547217,KOMPAN UK,,13/03/2015,514.77
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1547434,L LEWIS,,16/03/2015,530.92
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1547922,LAIRDSIDE COMMUNITIES TOGETHER,,18/03/2015,5985.0
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1549655,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,,25/03/2015,530.0
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1545355,LEANDER ARCHITECTURAL,,06/03/2015,5176.44
Wirral Metropolitan Borough Council,BALANCE SHEET,1546053,LEASEPLAN UK LTD 021490,,11/03/2015,1749.44
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1548964,LEICA GEOSYSTEMS LIMITED,,23/03/2015,52434.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,CHAPS,LETS GO PROPERTIES,,18/03/2015,500.0
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1550998,LEXIS NEXIS BUTTERWORTHS,,30/03/2015,1745.0
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1549657,LGC LIMITED,,25/03/2015,1020.0
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1544496,LIAM GARNETT,,03/03/2015,615.04
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1550251,LITTLE FOOT TEAM BUILDING LIMITED,,26/03/2015,800.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547929,LIVERPOOL JOHN MOORES UNIVERSITY,,18/03/2015,27260.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547929,LIVERPOOL JOHN MOORES UNIVERSITY,,18/03/2015,-758.4
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1551300,LIVERPOOL LANTERN COMPANY,,31/03/2015,1800.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1551300,LIVERPOOL LANTERN COMPANY,,31/03/2015,1800.0
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550695,LIVERPOOL MOZART ORCHESTRA,,27/03/2015,955.86
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1551301,LLEW JONES LIMITED,,31/03/2015,560.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1551301,LLEW JONES LIMITED,,31/03/2015,560.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1545361,LOCAL GOVERNMENT INFORMATION UNIT,,06/03/2015,13800.0
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548970,LOCAL SOLUTIONS               ,,23/03/2015,7714.56
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548970,LOCAL SOLUTIONS               ,,23/03/2015,7714.56
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548970,LOCAL SOLUTIONS               ,,23/03/2015,4251.52
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548970,LOCAL SOLUTIONS               ,,23/03/2015,4251.52
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548970,LOCAL SOLUTIONS               ,,23/03/2015,7714.56
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548970,LOCAL SOLUTIONS               ,,23/03/2015,7714.56
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1549663,LOOKERS LEASING LIMITED,,25/03/2015,2027.38
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1544500,LOOKERS LEASING LIMITED,,03/03/2015,2286.28
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548971,LORIMER FOSTER SERVICES,,23/03/2015,3485.51
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1550699,LORIMER FOSTER SERVICES,,27/03/2015,977.14
Wirral Metropolitan Borough Council,BALANCE SHEET,1546739,MAC ROOFING & CONTRACTING LTD,,12/03/2015,4352.86
Wirral Metropolitan Borough Council,BALANCE SHEET,1546739,MAC ROOFING & CONTRACTING LTD,,12/03/2015,650.39
Wirral Metropolitan Borough Council,BALANCE SHEET,1547936,MAC ROOFING & CONTRACTING LTD,,18/03/2015,716.63
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1548974,MAC ROOFING & CONTRACTING LTD,,23/03/2015,30252.95
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1548974,MAC ROOFING & CONTRACTING LTD,,23/03/2015,26038.62
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1548974,MAC ROOFING & CONTRACTING LTD,,23/03/2015,44827.75
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1549301,MAC ROOFING & CONTRACTING LTD,,24/03/2015,2062.52
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1551307,MAC ROOFING & CONTRACTING LTD,,31/03/2015,36961.92
Wirral Metropolitan Borough Council,EDUCATION - SCHOOLS,1546739,MAC ROOFING & CONTRACTING LTD,,12/03/2015,-1718.64
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1548180,MAGENTA LIVING,,19/03/2015,3113.17
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1544805,MAN COED LIMITED,,04/03/2015,9958.76
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550277,MAN COED LIMITED,,26/03/2015,-8230.55
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550277,MAN COED LIMITED,,26/03/2015,8230.55
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550277,MAN COED LIMITED,,26/03/2015,7829.29
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1548181,MAN COED LIMITED,,19/03/2015,4012.56
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1551007,MAN COED LIMITED,,30/03/2015,4735.5
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1551007,MAN COED LIMITED,,30/03/2015,2616.32
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1544805,MAN COED LIMITED,,04/03/2015,18011.33
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1544811,MATRIX SCM LLIMITED,,04/03/2015,139844.81
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1546065,MATRIX SCM LLIMITED,,11/03/2015,111943.48
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1547943,MATRIX SCM LLIMITED,,18/03/2015,124067.4
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1549667,MATRIX SCM LLIMITED,,25/03/2015,125520.25
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1544811,MATRIX SCM LLIMITED,,04/03/2015,10285.03
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548183,MATRIX SCM LLIMITED,,19/03/2015,32060.02
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1549667,MATRIX SCM LLIMITED,,25/03/2015,6365.27
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1548183,MATRIX SCM LLIMITED,,19/03/2015,2505.86
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1545102,MATTHEW CLARK WHOLESALE LIMITED,,05/03/2015,628.08
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1545796,MATTHEW CLARK WHOLESALE LIMITED,,10/03/2015,1145.63
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1551311,MATTHEW CLARK WHOLESALE LIMITED,,31/03/2015,2700.92
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1547674,MATTHEW CLARK WHOLESALE LIMITED,,17/03/2015,634.21
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1549311,MATTHEW CLARK WHOLESALE LIMITED,,24/03/2015,2267.07
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1544508,MATTHEW CLARK WHOLESALE LIMITED,,03/03/2015,1490.5
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1544229,MAXIMISING POTENTIAL LIMITED,,02/03/2015,1500.0
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550310,MAYOR'S SPECIAL CHARITY,,26/03/2015,2742.31
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1544230,MBF PACE,,02/03/2015,507.6
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1544509,MELLOR COACHCRAFT,,03/03/2015,6250.8
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1544817,MELLWOOD CONSTRUCTION LIMITED,,04/03/2015,57708.42
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1548671,MEMORIAL CARE,,20/03/2015,746.8
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1548671,MEMORIAL CARE,,20/03/2015,1272.8
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1544233,MENTSEUX BUILDERS,,02/03/2015,6010.5
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1548981,MENTSEUX BUILDERS,,23/03/2015,9007.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1548672,MENTSEUX BUILDERS,,20/03/2015,2797.0
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1547442,MENTSEUX BUILDERS,,16/03/2015,699.0
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1547675,MENTSEUX BUILDERS,,17/03/2015,810.0
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1545798,MERSEY REWINDS T/A MR ENGINEERING,,10/03/2015,3353.18
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545370,MERSEYCARE TRANSPORT SERVICES LIMITED,,06/03/2015,11807.8
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545370,MERSEYCARE TRANSPORT SERVICES LIMITED,,06/03/2015,797.5
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547234,MERSEYCARE TRANSPORT SERVICES LIMITED,,13/03/2015,12266.25
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547234,MERSEYCARE TRANSPORT SERVICES LIMITED,,13/03/2015,661.5
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548673,MERSEYCARE TRANSPORT SERVICES LIMITED,,20/03/2015,12266.25
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548673,MERSEYCARE TRANSPORT SERVICES LIMITED,,20/03/2015,705.5
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1550706,MERSEYCARE TRANSPORT SERVICES LIMITED,,27/03/2015,12266.25
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1550706,MERSEYCARE TRANSPORT SERVICES LIMITED,,27/03/2015,826.5
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545370,MERSEYCARE TRANSPORT SERVICES LIMITED,,06/03/2015,3040.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545370,MERSEYCARE TRANSPORT SERVICES LIMITED,,06/03/2015,5125.5
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545370,MERSEYCARE TRANSPORT SERVICES LIMITED,,06/03/2015,595.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547234,MERSEYCARE TRANSPORT SERVICES LIMITED,,13/03/2015,5125.5
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547234,MERSEYCARE TRANSPORT SERVICES LIMITED,,13/03/2015,595.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547234,MERSEYCARE TRANSPORT SERVICES LIMITED,,13/03/2015,3040.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547234,MERSEYCARE TRANSPORT SERVICES LIMITED,,13/03/2015,595.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548673,MERSEYCARE TRANSPORT SERVICES LIMITED,,20/03/2015,5125.5
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548673,MERSEYCARE TRANSPORT SERVICES LIMITED,,20/03/2015,3040.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1550706,MERSEYCARE TRANSPORT SERVICES LIMITED,,27/03/2015,595.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1550706,MERSEYCARE TRANSPORT SERVICES LIMITED,,27/03/2015,3040.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1550706,MERSEYCARE TRANSPORT SERVICES LIMITED,,27/03/2015,5125.5
Wirral Metropolitan Borough Council,BALANCE SHEET,CHAPS,MERSEYSIDE FIRE & RESCUE AUTHORITY ,,17/03/2015,680528.7
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1544235,MERSEYSIDE PENSION FUND,,02/03/2015,231672.77
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1549321,MERSEYSIDE PENSION FUND,,24/03/2015,230337.02
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548188,MERSEYSIDE SOCIETY FOR DEAF PEOPLE (MSDP),,19/03/2015,513.36
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548188,MERSEYSIDE SOCIETY FOR DEAF PEOPLE (MSDP),,19/03/2015,513.36
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548188,MERSEYSIDE SOCIETY FOR DEAF PEOPLE (MSDP),,19/03/2015,1202.08
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548188,MERSEYSIDE SOCIETY FOR DEAF PEOPLE (MSDP),,19/03/2015,1202.08
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548188,MERSEYSIDE SOCIETY FOR DEAF PEOPLE (MSDP),,19/03/2015,601.04
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1550708,METRIC GROUP LTD,,27/03/2015,1751.46
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545576,MICHAEL LACEY T/A DESTINATIONS,,09/03/2015,1430.7
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545576,MICHAEL LACEY T/A DESTINATIONS,,09/03/2015,4557.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547457,MICHAEL LACEY T/A DESTINATIONS,,16/03/2015,1710.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547457,MICHAEL LACEY T/A DESTINATIONS,,16/03/2015,4900.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548984,MICHAEL LACEY T/A DESTINATIONS,,23/03/2015,1710.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1548984,MICHAEL LACEY T/A DESTINATIONS,,23/03/2015,4900.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1551016,MICHAEL LACEY T/A DESTINATIONS,,30/03/2015,1710.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1551016,MICHAEL LACEY T/A DESTINATIONS,,30/03/2015,4900.0
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1546800,MIDDLE GROUND THEATRE CO LIMITED,,12/03/2015,12233.5
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1549325,MIDDLE GROUND THEATRE CO LIMITED,,24/03/2015,17400.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1545376,MIKE BARLOW,,06/03/2015,2622.6
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547677,MILESTONES CARE HOMES LIMITED,,17/03/2015,8960.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547677,MILESTONES CARE HOMES LIMITED,,17/03/2015,8960.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1547677,MILESTONES CARE HOMES LIMITED,,17/03/2015,11200.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1551017,MILLS MEDIA GROUP,,30/03/2015,5603.75
Wirral Metropolitan Borough Council,LAW HR ASSET MANAGEMENT,1547239,MODERN MINDSET LTD,,13/03/2015,2340.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545806,MOTUS TRAFFIC LIMITED,,10/03/2015,2825.99
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1545806,MOTUS TRAFFIC LIMITED,,10/03/2015,10303.33
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1545806,MOTUS TRAFFIC LIMITED,,10/03/2015,4621.78
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1545806,MOTUS TRAFFIC LIMITED,,10/03/2015,653.35
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1545806,MOTUS TRAFFIC LIMITED,,10/03/2015,2524.04
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1545806,MOTUS TRAFFIC LIMITED,,10/03/2015,2069.78
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1545806,MOTUS TRAFFIC LIMITED,,10/03/2015,1047.17
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1545806,MOTUS TRAFFIC LIMITED,,10/03/2015,854.56
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1545806,MOTUS TRAFFIC LIMITED,,10/03/2015,2819.53
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1545806,MOTUS TRAFFIC LIMITED,,10/03/2015,1042.09
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1545806,MOTUS TRAFFIC LIMITED,,10/03/2015,1147.91
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545807,MP ELECTRONIC FIRE & SECURITY LTD,,10/03/2015,5995.2
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1545807,MP ELECTRONIC FIRE & SECURITY LTD,,10/03/2015,6294.0
Wirral Metropolitan Borough Council,CHILDREN & YOUNG PEOPLE,1546080,MTR SOLUTIONS LIMITED,,11/03/2015,2160.0
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1547245,MUNTERS LIMITED,,13/03/2015,897.6
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1547954,MUNTERS LIMITED,,18/03/2015,3637.39
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1549333,MUNTERS LIMITED,,24/03/2015,1795.2
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1548688,MUNTERS LIMITED,,20/03/2015,1795.2
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1547679,MUNTERS LIMITED,,17/03/2015,1795.2
Wirral Metropolitan Borough Council,TECHNICAL SERVICES,1547464,MUNTERS LIMITED,,16/03/2015,1992.72
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1547680,N & P WINDOWS (WIRRAL) LIMITED,,17/03/2015,3340.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1551023,N & P WINDOWS (WIRRAL) LIMITED,,30/03/2015,3120.0
Wirral Metropolitan Borough Council,"REGENERATION, HOUSING & PLANNING",1551025,NATIONAL LANDLORDS ASSOCIATION LTD,,30/03/2015,1990.0
Wirral Metropolitan Borough Council,BALANCE SHEET,1551026,NATURAL NETWORKS LIMITED,,30/03/2015,1019.0
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1551026,NATURAL NETWORKS LIMITED,,30/03/2015,648.7
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1551026,NATURAL NETWORKS LIMITED,,30/03/2015,1264.6
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548196,NATURAL NETWORKS LIMITED,,19/03/2015,1509.92
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548196,NATURAL NETWORKS LIMITED,,19/03/2015,1509.92
Wirral Metropolitan Borough Council,ADULT SOCIAL SERVICES,1548196,NATURAL NETWORKS LIMITED,,19/03/2015,2466.12
